The complainant alleges that the officers that responded to his residence failed to arrest his live-in-girlfriend who "pulled” a knife on him	Operation/Personnel Violations
Reporting Party alleges unidentified officers searched her apartment without a warrant or permission, damaging her personal property.	Illegal Search
The reporting party alleges that the accused refused to arrest his ex-wife, who had threatened him and refused to leave his home.	Operation/Personnel Violations
The reporting party alleges that several unknown officers, who executed a search warrant removed his medicine and failed to return the same	Operation/Personnel Violations
The reporting party alleged that she called the accused Detective to check the status of a theft investigation Itis alleged that the accused Detective was tude and unprofessional with his tone of voice and demeanor It Is further alleged that the accused Detective refused to contact the eyewitness to obtain additional information pertaining to the investigation	Operation/Personnel Violations
a warrant and substance.	Operation/Personnel Violations
THE REPORTING PARTY STATES THAT SHE CALLED THE POLICE FOR ASSISTANCE REGARDING HER 14 YEAR OLD DAUGHTER, WHO IS A KNOWN RUNAWAY AND WHO WAS ATTEMPTING TO RUN AWAY AGAIN. SHE ALLEGES THAT THE ACCUSED OFFICERS TOLD HER THAT THERE WAS NOTHING THAT THEY COULD DO AND ALLOWED HER DAUGHTER TO PACK HER BELONGINGS AND TO LEAVE AGAIN. THE REPORTING PARTY STATES THAT SHE CALLED THE POLICE FOR ASSISTANCE REGARDING HER 14 YEAR OLD DAUGHTER, WHO IS A KNOWN RUNAWAY AND WHO WAS ATTEMPTING TO RUN AWAY AGAIN. SHE ALLEGES THAT THE ACCUSED OFFICERS TOLD HER THAT THERE WAS NOTHING THAT THEY COULD DO AND ALLOWED HER DAUGHTER TO PACK HER BELONGINGS AND TO LEAVE AGAIN.	Operation/Personnel Violations
observed an unknown arresting officer plant drugs and remove and estimate of $500.00 U.S.C., from her nephew's pocket.	Illegal Search
by three unknonwn for police. The that when the accused three unknown females and injure him and of the accused alleged that the to take any police the offenders. The that the accused the offenders were	Operation/Personnel Violations
On 11 September 2007, a complaint was registered with the Independent Police Review Authority, regarding an incident occurring in the 14th District. It was alleged that an on-duty Chicago Police Department sergeant slammed a subjects head against a squad car while the subject was handcuffed; grabbed the subject by his face while he was handcuffed; grabbed the subject by the throat while he was handcuffed; struck the subject on his head while he was handcuffed; pulled on the back of the subjects pants causing the subjects clothing to squeeze his testicles, while he was handcuffed; threw the subjects keys toward a sewer and attempted to kick the keys into the sewer; called the subject a racial slur; threatened to kill the subject; instructed two subordinate officers to run a name check on the subject and to release the subject if the check returned negative results, which is a violation of Department rules; gave a false report to his commanding officer about the extent of his physical contact with the subject; and that he submitted a false Department report by excluding the physical contact/force that he used on the subject. It was further alleged that at a separate time, the accused sergeant gave a false statement to IPRA regarding the circumstances involving the arrest of the subject. It was also alleged that two on-duty Chicago Police Department officers gave a false statement to IPRA regarding the circumstances involving the arrest of the subject. Based on the statements of the subject and corroborating witnesses and/or photographic evidence of the injuries, IPRA recommended to SUSTAIN the allegations that the accused sergeant slammed the subjects head against a squad car while the subject was handcuffed; grabbed the subject by his face while he was handcuffed; grabbed the subject by the throat while he was handcuffed; struck the subject on his head while he was handcuffed; and pulled on the back of the subjects pants causing the subjects clothing to squeeze his testicles, while he was handcuffed. Because witness statements only corroborated part of the allegation that the accused sergeant threw the subjects keys toward the sewer, IPRA recommended to SUSTAIN only this portion of the allegation. Further, based on the statements of the subject and corroborating witnesses, IPRA recommended to SUSTAIN the allegations that the accused sergeant called the subject a racial slur; threatened to kill the subject and instructed two subordinate officers to run a name check on the subject and to release the subject if the check returned negative results, which is a violation of Department rules. Based on the accused sergeants admissions, witness statements, and Department reports, IPRA recommended to SUSTAIN the allegation that the accused sergeant gave a false report to his commanding officer about the extent of his physical contact with the subject; that he submitted a false Department report by excluding the physical contact/force that he used on the subject; and that at a separate time, he gave a false statement to IPRA regarding the circumstances involving the arrest of the subject. IPRA recommended a finding of UNFOUNDED for the allegations that the two other accused officers gave a false statement to IPRA regarding the circumstances involving the arrest of the subject, because there was no evidence to support this allegation. Lastly, IPRA recommended separation for the accused sergeant.	Operation/Personnel Violations
by and observed a Hispanic female officer, with possible star number issue an unknown male subject an for possible public intoxication. party alleges that he stated to female officer, “Let him go, you to give him ticket.” The party alleges that the Hispanic ordered him to back away. party alleges that the female officer grabbed him by his. and pulled it upward behind his twisted it upward, while stating, "I to get the fuck away!" The reporting that he requested the officer's and that she provided the mentioned above. The reporting that he does not like the police bad experience and by several incidents of police and the police abusing their on various dates and locations.	Use Of Force
In an incident involving a CPD Officer and a Complainant (an ex-boyfriend), it was alleged that the Officer repeatedly went to the Complainants house unannounced and, on one occasion, banged on his gate, yelled obscenities, made repeated calls to the Complainants personal phone and to his place of employment, left inappropriate voicemails on the Complainants phone, sent inappropriate text messages to his business phone, grabbed him by the neck, used CPD resources to run a check on the complainant and his female companion, and sent his female companion an anonymous letter.	Use Of Force
On 30 December 2007, a complaint was registered with the Independent Police Review Authority regarding an incident that occurred in the 14th District, in which a Chicago Police Department probationary police officer allegedly engaged in an unjustified verbal altercation with the bouncer at a local nightclub in the 14th District, and was intoxicated and in possession of his firearm. It was further alleged that a second Chicago Police Department officer improperly provided the accused probationary police officer with the case report regarding the incident. Based on witness statements, forensic tests, and official reports, IPRA recommended to SUSTAIN the allegations against the probationary police officer. Further, based on the admission of the second accused officer, IPRA recommended to SUSTAIN the allegation that he improperly provided the official report. The probationary police officer was terminated by CPD as a result of this incident. IPRA recommended that the second accused member receive a reprimand.	Operation/Personnel Violations
THE REPORTING PARTY ALLEGES THAT DURING THE ARREST OF THE VICTIM THE ACCUSED OFFICERS FAILED TO RETURN OR INVENTORY HIS WEDDING RING AND CAR KEYS.	Lockup Procedures
The complainant alleges that the accused temoved from his person, $12 USC and 2 CTA bus passes and failed to place them in his personal property bag. The complainant alleges that the accused removed from his person, $12 USC and 2 CTA bus passes and failed to place them in his personal property bag.	Lockup Procedures
THE REPORTING PARTY ALLEGES THAT THE ACCUSED OFFICERS ARRESTED THE VICTIM WITHOUT JUSTIFICATION.	False Arrest
The reporting party alleged that she went into the 005th District Station and spoke to the accused in regards to filing a traffic accident report. The accused took the information and gave an RD number. but failed to file the report. RD #	Operation/Personnel Violations
Victim alleges that he was falsely arrested for possession of narcotics and soliciting unlawful business. Victim alleges that he was falsely arrested for possession of narcotics and soliciting unlawful business. Victim alleges that he was falsely arrested for possession of narcotics and soliciting unlawful business.	False Arrest
The reporting party alleges that the accused is harassing him, in that issuing several false parkin CI‘E‘IOHS‘ blocking an alley. The reporting party alleges that he inquired as to why the accused issued him false citations every other day. The reporting party alleges that the accused approached him, placed her hand on her gun and stated in an aggressive manner, “Put your hands up, get over here right now, take this damned license plate off right now before | take your ass to jail, no take it off right now!" The reporting party states that this is an on- going situation.	Traffic
The reporting party alleges that she was a victim of a domestic battery and the black female responding officer failed to provide her with adequate police service in that, the offender was on the scene and the officer failed to apprehend the offender who was still on the scene.	Operation/Personnel Violations
The complainant alleged that the accused wrote him a citation, opened the unlocked door of his van and placed the citation on the front seat The complainant stated that he was inside of his house when he heard his car alarm He stepped outside and observed the police. The complainant alleged that the accused opened, entered and searched his vehicle without permission or justification. He further alleged that the accused insulted him by calling him a bad parent.	Illegal Search
The Reporting Party alleges that two male white officers in uniform picked him up and dropped him off in an unfamiliar location (59th & Western) without his permission	Operation/Personnel Violations
The _District Tactical Team completed three controlled buys from Mr. _During two controlled buys, _was seen with a firearm on his lap. Additionally, - has a criminal history of firearms violations. A tactical plan was created to apprehend - During his apprehension, Captain ?1 deployed a patrol carbine ri?e to assist in controlling _until additional units arrived. Once _was placed into custody he was transported to and processed at _District Lockup. In his statement to COPA, _alleged Capt. _pointed a ri?e at him for no reason and that Officer _and/or _failed to properly inventory his earrings. COPA determined that the allegation against Capt. _was exonerated, the allegation against Officer _is unfounded; and the allegation against Officer _is not sustained	Use Of Force
The complainant alleged that the accused was disrespectful and repeatedly directed profanity at him during the issuance of a police report	Operation/Personnel Violations
The reporting party victims alleged that the accused officer was rude and unprofessional and refused to provide them with a case report regarding taxi driver's illegal driving. A case report was obtained from another officer: RD#	Operation/Personnel Violations
THE REPORTING PARTY STATES THAT HE WAS INVOLVED IN A BAR FIGHT AND THE POLICE WERE CALLED. THE REPORTING PARTY ALLEGES THAT THE ACCUSED OFFICERS REFUSED TO PROVIDE HIM WITH A POLICE REPORT.	Operation/Personnel Violations
The reporting party alleged that the accused failed to name the offender on the police report who had damaged his vehicle Consequently, the assigned Detective suspended the investigation. CASE REPORT: Criminal Damage to Vehicle RD	Operation/Personnel Violations
THE REPORTING PARTY ALLEGES THAT IN SEPTEMBER 2013, THE ACCUSED OFFICER PLANTED DRUGS ON HIM. THE REPORTING PARTY ALSO. ALLEGES THAT ON SEPTEMBER 20, 2014, THE ACCUSED OFFICER STOPPED HIM, SEARCHED HIS: POCKETS WHERE HE HAD HIS WEEKEND SUPPLY OF METHADONE AND STATED, "| GOT YOU NOW NIGGER, | AM GOING TO SEND YOU TO PRISON."	Verbal Abuse
It is reported that the accused was transporting the offender, to the D06 TH District Police station for processing. It is reported that the offender slipped out of his handcuffs, unfastened his seat and fled from the back seat of the marked vehicle. It is reported that the offender was taken into custody after a short foot chase It is reported that the accused was transporting the offender, to the D06 TH District Police station for processing. It is reported that the offender slipped out of his handcuffs, unfastened his seat and fled from the back seat of the marked vehicle. It is reported that the offender was taken into custody after a short foot chase. It is reported that the accused was transporting the offender, to the 006TH District Police station for processing. It is reported that the offender slipped out of his handcuffs, unfastened his seat and fled from the back seat of the marked vehicle. It is reported that the offender was taken into custody after a short foot chase	Lockup Procedures
The reporting party alleged that the accused failed to inventory or return $100.00 U.S.C.	Lockup Procedures
THE REPORTING PARTY ALLEGES THAT THE ACCUSED OFFICER IS HARASSIING HER. SHE ALLEGES THAT HE HAS ISSUED HER OVER SIXTY CITATIONS WITHOUT JUSTIFICATION WITHIN TWO YEARS. SHE STATES THAT THE CITATIONS TOTAL APPROXIMATELY $10,000.00.	Traffic
The plaintiff alleges that during the initial execution of a warrant at his place of residence that he did not hear a knock at his door before the accused forcibly entered and destroyed the interior of the premises. The plaintiff further alleges that when he refused to comply with a command, that the accused struck him on the back of the head, causing him pain and injury The plaintiff alleges that during the initial execution of a warrant at his place of residence that he did not hear a knock at his door before the accused forcibly entered and destroyed the interior of the premises. The plaintiff further alleges that when he refused to comply with a command, that the accused struck him on the back of the head, causing him pain and injury The plaintiff alleges that during the initial execution of a warrant at his place of residence that he did not hear a knock at his door before the accused forcibly entered and destroyed the interior of the premises. The plaintiff further alleges that when he refused to comply with a command, that the accused struck him on the back of the head, causing him pain and injury The plaintiff alleges that during the initial execution of a warrant at his place of residence that he did not hear a knock at his door before the accused forcibly entered and destroyed the interior of the premises. The plaintiff further alleges that when he refused to comply with a command, that the accused struck him on the back of the head, causing him pain and injury The plaintiff alleges that during the initial execution of a warrant at his place of residence that he did not hear a knock at his door before the accused forcibly entered and destroyed the interior of the premises The plaintiff further alleges that when he refused to comply with a command, that the accused struck him on the back of the head, causing him pain and injury Page 1 of 15	Use Of Force
On December 29th, 2011, a complaint was registered with the Independent Police Review Authority (IPRA) regarding an incident involving two on-duty Chicago Police Officers (Officers A and B) that occurred on April 26th, 2011 in the 12th District. It was alleged that Officer A tripped Victim A causing him to fall; pulled Victim As arm behind his back; verbally abused Victim A; failed to provide medical attention for Victim A; failed to complete a contact card for Victim A; failed to complete a contact card for Victim B; and failed to complete a Tactical Response Report (TRR). It was alleged that Officer B pushed Victim Bs face against a door; failed to provide medical attention for Victim A; failed to complete a contact card for Victim A; and failed to complete a contact card for Victim B. Based on statements from the accused Officers, witnesses, Department reports, OEMC transmissions, photographs, Medical and Court records, IPRA recommended to UNFOUND the allegations that Officer A tripped Victim A causing him to fall; pulled Victim As arm behind his back; failed to provide medical attention for Victim A; and failed to complete a Tactical Response Report (TRR). Further, IPRA recommended to UNFOUND the allegations that Officer B pushed Victim Bs face against a door and failed to provide medical attention for Victim A. IPRA recommended to NOT SUSTAIN the allegation that Officer A verbally abused Victim A. Officers A and B both agreed through mediation to accept IPRAs finding of SUSTAINED for the allegations that they failed to complete a contact card for Victim A and failed to complete a contact card for Victim B. Officers A and B both agreed to a Violation Noted.	Operation/Personnel Violations
The reporting party alleged that the accused officers falsely arrested him on 09 August 2013 and charged him with cannabis that they found nearby, which he denied was his. The reporting party further alleged that the accused officers came to his residence on 12 August 2013 while he was on house arrest, threatened to arrest him again, and called him a "mother fucker."	False Arrest
In an incident involving three on-duty CPD members (Officer A, B and C) and a Complainant; it was alleged that, while responding to a domestic call, Officer A and B failed to secure Complainants safety in that, while the Complainant was intoxicated, they transported the Complainant to an unsecured location, failed to complete a contact card for their contact with the Complainant, and observed police misconduct and failed to report it to the Department. Also, it is alleged that Officer C struck the Complainant on the body with a baton, failed to complete a field contact card or tactical response report for Officer Cs contact with the Complainant and failed to secure the Complainants safety in that, while the Complainant was intoxicated, Officer C transported the Complainant to an unsecured location. It is further alleged that Officer C provided the Independent Police Review Authority (IPRA) with a false statement regarding the Complainants conduct, Officer Cs overall actions during the incident and Officer Cs account that he did not strike the Complainant with a baton. Findings: Officer A: During mediation, Officer A agreed to accept IPRAs finding of SUSTAINED and a penalty of a 1-day Suspension for the allegations that Officer A failed to secure the Complainants safety in that, while the Complainant was intoxicated, Officer A transported the Complainant to an unsecured location, failed to complete a contact card for her contact with the Complainant, and observed police misconduct and failed to report it to the Department. Officer B: During mediation, Officer B agreed to accept IPRAs finding of SUSTAINED and a penalty of a 3-day Suspension for the allegations that Officer B failed to secure the Complainants safety in that, while the Complainant was intoxicated, Officer B transported the Complainant to an unsecured location, failed to complete a contact card for her contact with the Complainant, and observed police misconduct and failed to report it to the Department. Officer C: During mediation, Officer C agreed to accept IPRAs finding of SUSTAINED and a penalty of a 15-day Suspension for the allegations that Officer C struck the Complainant on the body with a baton, failed to complete a field contact card or tactical response report for Officer Cs contact with the Complainant, provided IPRA with a false statement, and failed to secure the Complainants safety in that, while the Complainant was intoxicated, Officer C transported the Complainant to an unsecured location.	Use Of Force
Tha ~memis ot alleges that on 3 January 2012, at 1400 hours, at several male officers entered his residence without Justification and took the contents of his UPS package.	Illegal Search
that the accused failed to in a timely reported that the accused paid on April 09, 2013.	Conduct Unbecoming (Off-Duty)
The reporting party alleges that she was involved in a traffic accident , at which time accused took her to the 009th District police station and issued her ticket for driving on a suspended driver's license The reporting party further alleges that once she was released, the same officers picked up under the false pretense of driving her home; however they drove under a viaduct The reporting party alleges that Officer “Miles" exited the vehicle, unfastened his pants, opened the back door to the SUV and asked her to "suck his dick" at which time she declined. The reporting party alleges that the officers drove her to 31ST near expressway and told her that's as far as they can go.	Operation/Personnel Violations
The reporting party alleges that the accused officers lost his cellular phone during the course of his arrest The reporting party alleges that the accused officers lost his cellular phone during the course of his arrest.	Lockup Procedures
The reporting third party alleged that the accused officers stopped, questioned, and detained the victim, without justification. The reporting third party alleged that this is an on-going situation whenever the victim encounters the accused officers.	Illegal Search
a group of reporting party and The the accused anything. The his home the incident.	Operation/Personnel Violations
The reporting party alleged that during his arrest, the accused failed to inventory or return $520.00 USC to him.	Lockup Procedures
The reporting party alleges that the accused stopped the victim, without justification. The reporting party also alleges that the accused searched her, the victims, and y car without justification. The reporting party further alleges that the accused took her cellular phone and failed to return or inventory same	Illegal Search
On May 16, 2006, a complaint was registered with the Independent Police Review Authority (IPRA f/k/a the Office of Professional Standards), regarding an incident that occurred on May 16, 2006 in the 22nd District involving one off-duty Chicago Police Department (CPD) Officer (Officer A), one on-duty CPD Officer (Officer B), and one on-duty CPD Lieutenant (Lieutenant C). It was alleged that Officer A engaged in an unjustified verbal altercation with Complainant; engaged in an unjustified physical altercation with Complainant; was intoxicated while off duty; failed to properly secure his service weapon; and whose overall conduct impeded the departments efforts to achieve its policy and goals and brought discredit upon the department. It was further alleged that Officer B was inattentive to duty by failing to report misconduct by a fellow officer; failed to complete a tactical response report; and whose overall conduct impeded the departments efforts to achieve its policy and goals and brought discredit upon the department. It was further alleged that Lieutenant C failed to conduct a complete investigation regarding allegations that Officer A was intoxicated off-duty; violated an order or directive in that she failed to obtain a Central Booking number for Complainant after releasing him without charges; gave a false report to IPRA; and whose overall conduct impeded the departments efforts to achieve its policy and goals and brought discredit upon the department. Based upon statements by the accused members, complainant and witnesses, reports, and witness statements, IPRA recommended a finding of NOT SUSTAINED for allegations that Officer A engaged in an unjustified verbal altercation with Complainant and failed to properly secure his service weapon. IPRA recommended to SUSTAIN allegations that Officer A engaged in an unjustified physical altercation with Complanant; was intoxicated while off duty; and whose overall conduct impeded the departments efforts to achieve its policy and goals and brought discredit upon the department. IPRA recommended to SUSTAIN allegations that Officer B was inattentive to duty by failing to report misconduct by a fellow officer; failed to complete a tactical response report; and whose overall conduct impeded the departments efforts to achieve its policy and goals and brought discredit upon the department. IPRA recommended to SUSTAIN allegations that Lieutenant C failed to conduct a complete investigation regarding allegations that Officer A was intoxicated off-duty; violated an order or directive in that she failed to obtain a Central Booking number for Complainant after releasing him without charges; gave a false report to IPRA; and whose overall conduct impeded the departments efforts to achieve its policy and goals and brought discredit upon the department. IPRA recommended a ten (10) day suspension for Officer A, a seven (7) day suspension for Officer B, and a thirty (30) day suspension for Lieutenant C.	Use Of Force
The complainant alleged that the accused officer wrote him a ticket for smoking at a CTA Station, handcuffed him, emptied his pockets and placed him into the backseat of the squad car. The complainant stated that the accused officer returned to the CTA Station a short time later and returned his cell phone, wallet, cigerattes and a lighter. The complainant alleged that the accused officer failed to return or inventory $35.00 ($20, $10, $5) that was originally in his pocket.	Lockup Procedures
The reporting party alleged that during an issuance of a traffic citation, the accused “Officer Pralich” pointed his finger in her face and threaten to harass her everyday with additional citations until she transferred her license to lllinois.	Traffic
THE REPORTING PARTY ALLEGES THAT THE ACCUSED OFFICERS ENTERED HER RESIDENCE, REMOVED HER FROM THE RESIDENCE AND TRANSPORTED HER TO JACKSON PARK HOSPITAL WITHOUT JUSTIFICATION.	Operation/Personnel Violations
The reporting party alleged that the accused responded to her call regarding her 17 year- old son being battered by several unknown offenders, at which time the accused drove away. The reporting party further alleged that she encountered the same officers, a block away at which time they refused to file a police report. One of the officers, stated, “No I'm not going to file your fucking report. Why should 1?"	Operation/Personnel Violations
‘The reporting party alleged that the accused tefused to file a police report and arrest the Desk Clerk, who was stalking him and spraying chemicals underneath his front door. The reporting party alleged that the accused responded to his "911" call regarding a tenant and landlord dispute. The accused refused to arrest the desk clerk, who had removed his personal belongings out of his apartment and refused to allow him back into the residence.	Operation/Personnel Violations
THE REPORTING PARTY STATES THAT SHE WAS THE VICTIM OF A BATTERY AND SHE CALLED THE POLICE. SHE ALLEGES THAT THE ACCUSED SUPERVISOR AND OFFICERS FAILED TO PROVIDE HER WITH ANY POLICE SERVICE. SHE ALLEGES THAT THEY REFUSED TO ARREST THE OFFENDERS WHO WERE ON THE SCENE AND THEY REFUSED TO PROVIDE HER WITH A POLICE REPORT.	Operation/Personnel Violations
THE REPORTING PARTY ALLEGES THAT THE ACCUSED SERGEANT VARGAS REFUSED TO FILE A COMPLAINT AGAINST SERGEANT CLAESON, AND OFFICERS DOYLE AND TORRES ON HER BEHALF. THE REPORTING PARTY ALLEGES THAT THE ACCUSED OFFICER TORRES FAILED TO RESPOND TO HER FIRST CALL.  THE REPORTING PARTY ALLEGES THAT THE ACCUSED OFFICER DOYLE FAILED TO RESPOND TO HER FIRST CALL.  THE REPORTING PARTY STATES THAT SHE WAS INVOLVED IN A "VOLATILE SITUATION" WITH HER FORMER LANDLADY, AND SHE CALLED '91 rur Ao21o 1ANCE. SHE ALLEGES THAT WHEN THE ACCUSED SERGEANT CLAESON ARRIVED HE TALKED TO HER LANDLADY BEFORE HE SPOKE WITH HER. SHE ALSO ALLEGES THAT THE ACCUSED SERGEANT REFUSED TO MAKE A POLICE REPORT FOR HER AND THREATENED TO ARREST BOTH OF THEM	Operation/Personnel Violations
The reporting party alleges that he was walking towards his parked personal vehicle and that the accused falsely arrested him fora DUI and several traffic violations. The reporting party further alleges that the accused towed his personal vehicle without justification. The reporting party alleges that he was walking towards his parked personal vehicle and that the accused falsely arrested him fora DUI and several traffic violations. The reporting party further alleges that the accused towed his personal vehicle without justification.	False Arrest
The complaint alleged that the accused officer addressed FIRST District 3rd watch police officers, prior to roll call, telling them that the complainant was responsible for getting Officer ¢ ired from the Chicago Police Department.	Operation/Personnel Violations
The complainant alleges that the accused officer failed to provide him with any assistance. The complainant alleges that while he was. detained the accused officers failed to provide him with any food. The complainant alleges that the accused officer arrested him without justification and failed to inventory or return his $65.00 to him. The complainant alleges that the accused officer arrested him without justification.	False Arrest
The reporting party alleged that the accused officer threw his wallet into the car prior to the car being impounded. The reporting party further alleged that the officer that drove his car from the scene drove recklessly and drove far in excess of the speed limit which caused damage to his vehicle. The reporting party also alleged that at the 004th District Station in the processing area the accused officer threatened to choke him with his necklace if he didn't remove the necklace. Reference Citations:	Operation/Personnel Violations
The victim alleges that the accused officers falsely arrested him and searched him without justification. The victim alleges that the accused officers falsely arrested him and searched him without justification. The victim alleges that the accused officers falsely arrested him and searched him without justification.	False Arrest
Victim alleges that he was physically removed from his bike and his finger was. injured when he was handcuffed. Victim states that he protested in pain and the officer squeezed the handcuffs tightly on his wrist. Medical treatment was not provided. Victim alleges that he was physically removed from his bike and his finger was. injured when he was handcuffed. Victim states that he protested in pain and the officer squeezed the handcuffs tightly on his wrist. Medical treatment was not provided.	Use Of Force
The reporting party alleged that the accused entered his apartment and removed his radio. The accused issued him a false citation for creating a disturbance.	Illegal Search
The reporting party alleged that the accused failed to take police action against the male/offender who had violated an order of protection	Operation/Personnel Violations
The reporting party alleges that on 5 March 2015 she was interviewed by the accused officer in reference to allegation of child abuse. The reporting party stated that the accused officer did not advise her of her Miranda rights, verbally berated her, and threatened to fight her. The reporting party also alleges that she called the accused officer on 27 May 2015 after officers showed up at her house at the request of the accused officer and that that the accused officer was unprofessional, swore at her, and said to a fellow officer “I'm going to go get that fat bitch."	Operation/Personnel Violations
The reporting party alleges that he called 911 regarding a burglary to his residence and that a male white uniformed officer failed to assist him. The reporting party alleges that the offenderhis brother (who currently resides on the 3rd Floor) had broken into his 1st floor apartment and ran to the third floor. The reporting party alleges that a black male and two white male uniformed officers failed to arrest the offender, who was still on the scene. The reporting party alleges that he has provided legal documentation to the police regarding the order of protection (OP-78062), a will, regarding ownership of the property. The reporting party alleges that the officers stated in an aggressive manner, "We're not going to keep coming here, because you call us too many times, we're not going up there!" The reporting party alleges that whenever he calls 911 regarding this incident that the police fail to assist him and this is an on-going situation	Operation/Personnel Violations
